QKEY,INTERVIEW_START_W106,INTERVIEW_END_W106,DEVICE_TYPE_W106,LANG_W106,XATTEND_W106,XPRAY_W106,XHOLYBOOK_W106,XASIAN_W106,LIFE2_W106,FTRPER_a_W106,FTRPER_b_W106,FTRGENS_a_W106,FTRGENS_b_W106,FTRGENS_c_W106,CLMSRS1_W106,CLIM1A_W106,ENV6MOD_a_W106,ENV6MOD_b_W106,ENV6MOD_c_W106,ENV6MOD_d_W106,ENV6MOD_e_W106,ENV6MOD_f_W106,SVENERGY_W106,SVREASON_W106,RELPER_W106,SPIRPER_W106,GOD_W106,GODBIBLE_W106,HGHPWR_W106,MISSINGGOD_W106,TYPEGOD_W106,SPECIES_W106,SACREDEARTH1_W106,SACREDEARTH2_a_W106,SACREDEARTH2_b_W106,SACREDEARTH2_c_W106,SACREDEARTH2_d_W106,HUMNTR_a_W106,HUMNTR_b_W106,READBIB_W106,PERSDEC_W106,PERSOE_1_W106,PERSOE_2_W106,PERSOE_3_W106,LITERAL_W106,PRAYFOR_a_W106,PRAYFOR_b_W106,PRAYFOR_c_W106,PRAYFOR_d_W106,PRAYFOR_e_W106,PRAYFOR_f_W106,ENDTIMES_W106,JCRTRNA_W106,JCRTRNCB_W106,JCRTRNC_W106,MEANINGMOD_a_W106,MEANINGMOD_b_W106,MEANINGMOD_c_W106,MEANINGMOD_d_W106,MEANINGMOD_e_W106,MEANINGMOD_f_W106,CONCLM_a_W106,CONCLM_b_W106,CONCLM_c_W106,CONCLMINV_a_W106,CONCLMINV_b_W106,CONCLMINV_c_W106,CONNRGY_a_W106,CONNRGY_b_W106,CONNRGY_c_W106,SERMONCLM_W106,CLRGYCLM_a_W106,CLRGYCLM_b_W106,CLRGYCLM_c_W106,CLRGYCLM_d_W106,MORALISSUE_d_W106,MORALISSUE_e_W106,MORALISSUE_f_W106,MORALISSUE_g_W106,CLMSRS2_a_W106,CLMSRS2_b_W106,CLMSRS2_c_W106,CLMSRS2_d_W106,CLMSRS2_e_W106,GOVWRRY_a_W106,GOVWRRY_b_W106,GOVWRRY_c_W106,CLMWRRY_a_W106,CLMWRRY_b_W106,CLMWRRY_c_W106,CLMWRRY_d_W106,USWRRY_a_W106,USWRRY_b_W106,CLMPOSS_W106,CLMPRI_W106,TALKCLM_a_W106,TALKCLM_b_W106,TALKCLM_c_W106,TALKCLM_d_W106,TALKCLMVAL_a_W106,TALKCLMVAL_b_W106,TALKCLMVAL_c_W106,TALKCLMVAL_d_W106,ENV27MOD_a_W106,ENV27MOD_b_W106,ENV27MOD_d_W106,ENV27MOD_e_W106,ATTACK_WORRY_W106,ATTACK_WORRY2_W106,ASIANDISC3_W106,ASIANDISCJOB_W106,ASIANDISC4_W106,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W106
201801143800,2022-04-12T16:58:22Z,2022-04-12T17:07:56Z,2,1,2,2,4,2,2,5,1,5,1,1,1,1,1,2,2,1,1,1,2,3,4,4,2,NA,1,NA,2,2,2,NA,NA,NA,NA,5,5,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,5,2,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,3,1,2,1,1,2,5,3,1,3,2,1,NA,3,1,2,NA,4,3,1,3,5,5,NA,1,5,NA,1,2,3,2,1,2,4,2,NA,1,1,1,1,1,1,9,NA,3,6,2,NA,2,4,6,1,4,1,1,2,0.5376097696455391
201801143850,2022-04-14T11:33:12Z,2022-04-14T11:39:22Z,2,1,2,1,1,2,1,3,3,2,3,3,3,2,1,2,2,2,1,1,3,3,2,2,1,1,NA,NA,1,2,1,1,3,2,1,3,2,6,1,21,NA,NA,2,1,1,1,2,2,2,2,1,3,1,2,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,2,1,3,1,3,2,1,4,2,3,5,4,NA,4,4,1,NA,1,4,2,4,4,4,2,3,5,NA,1,2,3,2,2,2,3,2,NA,1,1,1,1,1,1,2,2,2,5,1,NA,1,1,9,1,2,1,2,2,0.9459928548414175
201801143873,2022-04-14T03:27:31Z,2022-04-14T03:47:25Z,2,1,2,2,4,2,3,4,4,4,3,3,2,1,1,2,2,2,1,1,3,3,3,2,1,2,NA,NA,2,2,1,3,3,2,3,3,3,6,1,23,NA,NA,3,NA,NA,NA,NA,NA,NA,2,1,4,1,3,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,NA,NA,NA,NA,NA,2,3,2,3,3,3,3,3,3,2,3,5,5,NA,6,4,4,NA,5,3,2,3,3,4,2,4,6,NA,1,2,3,2,1,3,2,2,NA,1,1,1,1,1,6,10,NA,3,5,3,2,2,3,2,1,3,1,2,1,6.547993153945294
201801143877,2022-04-13T20:48:57Z,2022-04-13T21:03:26Z,2,1,2,2,4,2,2,5,4,3,3,4,4,2,1,2,2,2,1,2,3,1,3,2,2,NA,1,NA,2,1,1,4,1,2,4,4,5,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,3,3,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,4,5,5,2,1,1,1,1,4,4,4,4,1,4,3,4,4,4,NA,4,4,4,NA,4,5,4,5,5,3,1,1,6,NA,1,2,3,2,1,1,5,2,NA,1,1,1,1,1,6,10,NA,3,6,3,1,1,2,7,1,3,1,2,2,0.25773901707036917
201801143961,2022-04-14T00:39:47Z,2022-04-14T00:45:10Z,1,1,2,2,1,2,1,1,1,1,1,1,3,1,2,2,2,1,1,2,1,3,4,3,1,2,NA,NA,2,1,2,NA,NA,NA,NA,5,5,7,1,20,NA,NA,3,NA,NA,NA,NA,NA,NA,2,1,3,3,5,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,1,3,3,3,NA,3,2,2,NA,2,4,3,3,5,5,NA,1,4,NA,1,2,3,2,1,1,5,2,NA,1,1,1,1,1,6,2,2,2,6,3,2,2,3,5,1,3,1,2,2,1.1647826154056486
201801143966,2022-04-13T09:31:22Z,2022-04-13T09:49:31Z,2,1,1,2,1,2,1,3,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,NA,NA,1,1,1,1,1,1,1,1,1,7,1,99,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,3,3,2,3,2,2,1,1,1,3,1,2,NA,2,1,2,1,5,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,3,5,3,4,3,4,4,5,5,2,3,2,3,4,4,1,2,1,1,4,2,5,5,5,NA,4,6,NA,1,2,3,4,1,2,3,2,NA,1,1,1,1,1,5,2,2,2,2,2,NA,2,3,3,1,3,2,1,2,0.39472529401228523
201801144006,2022-04-12T15:37:35Z,2022-04-12T15:51:08Z,2,1,2,1,1,2,3,2,3,2,5,3,3,8,2,2,2,2,2,2,3,1,3,2,1,1,NA,NA,1,2,1,3,1,1,1,2,3,7,2,NA,NA,NA,3,1,1,1,2,2,1,2,2,NA,NA,4,5,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,1,1,3,1,2,1,3,3,3,NA,3,4,5,NA,6,4,4,NA,2,4,3,4,5,4,2,1,5,NA,1,2,3,4,2,3,2,2,NA,1,1,1,1,1,1,1,2,1,5,3,1,1,2,1,2,3,2,2,1,5.570582689854724
201801144063,2022-04-12T20:48:44Z,2022-04-12T20:56:20Z,2,1,2,1,1,2,3,2,3,2,4,3,3,2,1,2,1,2,2,1,2,1,3,4,1,2,NA,NA,2,1,2,NA,NA,NA,NA,2,2,7,2,NA,NA,NA,2,1,1,1,2,2,1,2,2,NA,NA,3,5,4,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,2,4,1,3,3,4,NA,6,1,2,NA,5,5,2,5,3,2,2,3,3,NA,1,2,3,4,1,1,5,2,NA,1,1,1,1,1,1,2,2,2,4,1,NA,1,1,7,1,1,1,2,2,0.23371399549957614
201801144164,2022-04-12T14:35:11Z,2022-04-12T14:44:01Z,1,1,2,1,4,2,1,2,2,3,1,1,1,1,1,2,2,1,1,1,2,3,4,2,1,2,NA,NA,2,2,1,5,1,1,1,5,3,7,1,20,NA,NA,3,1,2,2,2,2,2,2,2,NA,NA,5,4,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,4,5,1,3,1,2,3,5,4,2,3,2,2,NA,6,1,1,NA,5,3,1,2,5,5,NA,1,5,NA,1,2,3,3,2,1,5,2,NA,1,1,1,1,1,1,12,NA,3,6,3,2,2,4,9,1,4,1,2,3,0.27546527548045263
201801144173,2022-04-13T01:48:23Z,2022-04-13T01:56:53Z,2,1,2,2,4,2,3,2,3,3,1,2,2,1,1,2,2,2,2,2,3,3,4,4,2,NA,1,NA,2,2,2,NA,NA,NA,NA,5,5,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,5,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,3,4,3,1,1,1,1,4,2,1,3,4,5,NA,6,2,2,NA,5,5,1,3,5,5,NA,3,6,NA,1,2,3,2,1,2,3,2,NA,1,1,1,1,1,6,10,NA,3,5,3,2,2,3,3,1,3,2,2,2,1.6647000666537342
201801144213,2022-04-13T17:17:57Z,2022-04-13T17:29:17Z,2,1,2,1,1,2,1,1,2,4,3,1,1,1,1,2,2,2,2,2,3,3,3,3,1,2,NA,NA,2,2,1,4,3,3,2,5,5,7,99,NA,NA,NA,2,1,1,1,1,1,1,99,3,NA,NA,4,3,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,99,1,NA,NA,NA,NA,NA,2,3,3,2,1,1,1,4,3,2,3,3,2,NA,3,1,1,NA,4,5,1,4,5,1,1,3,6,NA,1,2,3,1,2,3,2,1,1,1,99,3,1,1,6,2,2,2,5,2,NA,2,4,99,1,4,1,2,99,7.126717668557199
201801144281,2022-04-12T22:49:32Z,2022-04-13T13:38:49Z,2,1,1,1,1,2,3,2,2,2,3,2,3,2,1,2,2,2,2,1,2,3,1,1,1,1,NA,NA,1,1,2,NA,NA,NA,NA,1,1,1,1,20,NA,NA,2,1,1,1,1,1,1,2,1,4,1,1,3,2,3,1,1,1,1,1,1,2,2,1,1,1,4,5,5,5,1,3,3,3,2,NA,NA,NA,NA,NA,1,3,3,4,3,3,4,3,4,2,3,5,5,5,5,4,4,4,4,5,5,5,5,3,2,4,6,NA,1,2,3,4,2,1,6,2,NA,1,1,1,1,1,1,2,1,2,2,3,1,1,2,6,1,3,2,2,2,0.5894909822620191
201801144377,2022-04-14T21:30:14Z,2022-04-14T21:40:33Z,1,1,2,2,4,2,3,4,3,2,1,1,1,1,2,2,2,2,2,2,3,1,4,4,2,NA,2,NA,3,2,2,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,2,5,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,5,4,1,1,1,1,1,5,2,2,3,3,5,NA,6,1,1,NA,1,4,1,2,5,3,1,1,6,NA,1,2,3,3,1,2,3,2,NA,1,1,1,1,1,6,9,NA,3,6,2,NA,2,4,1,1,4,2,2,1,1.565939448170117
201801144386,2022-04-15T09:17:43Z,2022-04-15T10:01:03Z,3,1,1,1,1,1,3,1,1,1,1,2,1,8,1,2,2,2,1,2,3,1,2,1,1,1,NA,NA,1,1,1,1,1,1,3,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,1,3,3,3,2,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,3,3,3,3,3,1,1,1,1,3,3,3,3,1,1,3,5,1,1,2,3,3,2,2,3,2,NA,1,4,4,1,1,6,1,1,1,1,2,NA,2,3,1,1,2,1,1,1,0.4757368000945918
201801144388,2022-04-12T14:46:56Z,2022-04-15T11:44:14Z,2,1,2,1,1,2,1,5,1,4,1,1,1,1,1,2,2,2,2,2,2,3,2,2,1,1,NA,NA,1,1,1,1,1,1,1,1,1,2,1,1,NA,NA,2,1,1,1,1,1,1,1,1,3,1,2,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,1,4,2,4,1,3,4,5,3,2,3,4,3,NA,4,1,1,NA,1,3,1,3,4,4,2,3,2,NA,1,2,3,2,2,1,6,2,NA,1,1,1,1,1,1,1,1,1,4,2,NA,2,3,9,1,3,2,2,3,0.8580810250377542
201801144410,2022-04-12T20:01:13Z,2022-04-12T20:14:04Z,1,1,2,2,1,2,1,3,3,2,2,3,4,2,1,1,2,1,1,1,4,NA,3,2,1,1,NA,NA,1,1,1,2,2,2,2,2,3,6,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,4,3,3,4,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,5,4,1,2,2,1,1,1,4,4,3,3,1,4,3,2,4,3,NA,3,1,2,NA,3,5,5,5,4,3,2,1,2,NA,1,2,3,2,1,2,4,2,NA,1,1,1,1,1,6,1,2,1,6,1,NA,1,1,8,1,1,2,2,2,1.2266701498651367
201801144442,2022-04-12T20:58:38Z,2022-04-12T21:29:07Z,2,1,2,1,1,2,2,5,3,3,2,3,3,2,1,1,2,1,1,1,3,1,2,2,1,2,NA,NA,2,2,1,3,1,1,1,1,1,6,1,99,NA,NA,3,1,1,1,1,1,1,2,1,4,3,2,5,99,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,2,3,3,2,2,1,2,2,2,2,1,5,5,NA,5,4,4,NA,99,3,3,4,5,2,2,3,4,NA,1,2,3,3,2,1,5,2,NA,1,1,1,1,1,3,2,2,2,5,1,NA,1,2,9,1,3,1,2,3,0.35693497404644187
201801144449,2022-04-13T17:19:21Z,2022-04-13T17:54:59Z,1,1,1,1,1,2,2,4,2,2,1,1,4,2,1,2,2,2,1,1,2,1,1,1,1,1,NA,NA,1,1,2,NA,NA,NA,NA,1,1,3,1,20,24,NA,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,NA,2,3,2,3,5,NA,NA,NA,NA,3,3,3,2,5,1,4,5,1,1,1,1,1,1,1,1,1,4,3,2,5,5,5,6,4,4,4,5,5,4,5,5,5,NA,1,6,NA,1,2,3,4,2,1,5,2,NA,1,1,1,1,1,6,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0.20708255174815113
201801144500,2022-04-12T21:49:14Z,2022-04-12T22:01:51Z,1,1,1,2,1,2,1,5,3,3,4,3,5,2,1,1,1,2,2,1,5,NA,1,3,1,1,NA,NA,1,1,2,NA,NA,NA,NA,2,2,6,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,1,4,3,2,5,4,2,1,2,1,3,3,2,NA,NA,3,3,3,5,NA,NA,NA,NA,3,3,3,3,5,5,3,2,2,1,1,1,5,5,5,5,1,5,3,NA,4,3,5,4,1,1,4,2,5,4,5,5,5,NA,4,5,NA,1,2,3,1,1,1,5,2,NA,1,1,1,1,1,6,1,1,1,3,1,NA,1,1,5,1,2,1,2,2,0.36078754355780585
201801144569,2022-04-12T23:32:19Z,2022-04-14T11:51:38Z,1,1,2,2,2,2,3,4,1,5,1,1,1,1,1,2,2,1,1,1,2,2,4,3,2,NA,1,NA,2,2,1,5,1,1,1,3,3,7,1,21,20,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,4,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,NA,NA,NA,NA,NA,2,4,3,2,1,1,1,5,2,1,3,2,2,NA,2,1,1,NA,1,4,1,2,3,4,2,1,6,NA,1,4,8,3,2,1,6,2,NA,1,1,1,1,1,1,5,NA,4,5,2,NA,2,4,9,1,4,1,1,3,0.4567243337016401
201801144579,2022-04-14T11:54:59Z,2022-04-14T12:00:29Z,1,1,2,2,2,2,3,3,2,4,1,1,1,1,1,1,2,2,2,1,1,3,4,4,2,NA,1,NA,2,2,1,5,1,1,1,5,4,7,1,20,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,4,5,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,NA,NA,NA,NA,NA,3,5,3,1,1,1,1,5,2,1,3,2,2,NA,2,1,1,NA,1,3,1,2,3,5,NA,1,6,NA,1,4,9,1,1,1,5,2,NA,1,1,1,1,1,2,5,NA,4,5,2,NA,2,4,5,1,5,2,1,2,1.0210961120556339
201801144618,2022-04-13T09:21:39Z,2022-04-13T09:28:02Z,1,1,2,2,4,1,1,3,3,3,4,4,2,1,1,2,2,2,1,1,2,4,3,3,2,NA,2,NA,3,2,1,5,1,1,1,NA,NA,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,3,NA,NA,5,4,4,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,NA,NA,NA,NA,NA,3,3,3,2,2,3,2,4,3,2,1,5,5,NA,5,4,4,NA,4,4,3,4,5,3,1,1,4,3,1,2,3,1,1,2,4,2,NA,3,3,5,1,4,6,12,NA,3,6,2,NA,2,3,3,1,3,1,2,1,6.090637513569465
201801144709,2022-04-14T19:54:17Z,2022-04-14T21:00:39Z,2,1,2,2,4,2,1,2,4,3,1,3,2,1,1,1,2,2,1,1,2,3,4,4,2,NA,1,NA,2,2,2,NA,NA,NA,NA,5,5,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,4,5,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,NA,NA,NA,NA,NA,4,4,3,1,1,1,1,4,2,1,1,4,5,NA,4,1,2,NA,1,3,1,1,4,3,2,2,5,NA,1,2,3,2,1,1,5,2,NA,3,4,4,1,4,3,12,NA,3,5,2,NA,2,4,4,2,5,1,2,2,0.5482409056058102
201801144717,2022-04-14T13:55:19Z,2022-04-15T08:55:13Z,2,1,2,1,1,2,1,3,1,2,2,3,1,1,1,2,2,1,2,1,1,3,2,2,1,1,NA,NA,1,2,1,1,1,1,1,3,1,5,1,99,NA,NA,2,1,1,1,2,2,1,2,1,3,2,2,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,NA,NA,NA,NA,NA,5,3,3,4,1,2,3,5,4,1,3,2,2,NA,2,1,1,NA,1,2,1,2,3,1,1,1,6,NA,1,2,3,2,1,1,6,1,8,2,5,3,2,4,1,2,1,2,4,2,NA,2,3,3,NA,3,1,2,1,3.4800380253347445
201801144720,2022-04-14T01:29:34Z,2022-04-14T01:48:15Z,2,1,2,2,4,2,1,4,2,2,2,4,4,2,2,2,2,2,2,2,2,3,4,3,1,2,NA,NA,2,2,1,5,2,1,1,5,5,7,1,20,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,4,4,5,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,3,5,4,3,2,2,3,3,4,4,3,4,3,4,1,3,4,5,NA,4,4,4,NA,4,3,3,3,3,3,2,4,5,NA,1,2,3,3,1,2,3,2,NA,1,4,4,1,1,3,12,NA,3,6,3,2,2,3,9,2,3,1,2,3,0.4987169330199202
201801144776,2022-04-13T04:14:58Z,2022-04-13T04:28:59Z,2,1,2,1,1,2,1,2,1,3,3,2,2,1,1,2,2,1,1,1,2,3,4,1,1,2,NA,NA,2,2,1,3,3,2,3,3,1,5,1,99,NA,NA,2,1,1,1,2,1,1,2,2,NA,NA,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,NA,NA,NA,NA,NA,2,4,3,3,3,3,4,3,4,2,3,2,1,NA,2,1,1,NA,1,4,2,3,4,3,2,4,2,NA,1,2,3,3,2,1,6,1,2,1,2,3,1,1,1,1,2,1,4,3,99,9,9,9,1,2,1,1,2,0.7497000771717622
201801144788,2022-04-12T21:50:43Z,2022-04-12T22:00:47Z,2,1,1,1,1,2,1,4,2,2,4,2,2,1,1,2,2,2,1,1,3,3,1,1,1,1,NA,NA,1,1,1,1,1,1,1,3,1,4,1,1,NA,NA,2,1,1,2,1,1,1,99,1,3,1,1,5,2,1,1,1,1,3,1,2,NA,2,1,3,3,4,99,5,99,2,1,99,3,2,NA,NA,NA,NA,NA,1,3,1,1,1,1,1,3,3,1,3,2,3,5,5,2,2,4,5,5,3,5,5,5,NA,1,4,NA,1,2,3,2,2,1,6,2,NA,1,1,1,1,1,1,4,2,4,2,2,NA,2,3,9,1,3,2,1,3,0.4660831263737126
201801144797,2022-04-12T20:09:44Z,2022-04-12T20:23:56Z,1,1,2,1,4,2,2,2,2,3,2,2,1,1,1,2,2,1,2,2,2,3,4,1,1,2,NA,NA,2,2,1,3,1,1,1,5,5,7,2,NA,NA,NA,3,2,1,1,2,2,2,2,2,NA,NA,5,2,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,5,2,1,3,3,1,NA,6,2,1,NA,5,4,2,3,5,5,NA,1,6,NA,1,2,3,3,1,3,2,2,NA,1,1,1,1,1,1,12,NA,3,6,2,NA,2,4,5,1,4,2,2,2,2.212103915098201
201801144844,2022-04-12T14:52:56Z,2022-04-12T14:59:08Z,2,1,2,2,4,1,1,1,2,3,1,2,1,1,1,2,2,2,1,1,2,3,4,3,1,2,NA,NA,2,2,1,5,1,1,1,5,5,7,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,3,NA,NA,5,5,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,2,4,4,2,1,2,2,4,3,2,3,3,3,NA,3,1,1,NA,1,3,1,3,5,3,2,1,3,1,1,2,3,2,2,1,5,2,NA,2,3,5,2,4,3,12,NA,3,6,2,NA,2,4,2,NA,4,1,2,1,1.0136921717905552
201801144937,2022-04-14T13:19:18Z,2022-04-14T13:31:27Z,1,1,2,2,4,2,1,3,1,4,1,2,1,1,1,2,2,2,1,1,1,3,4,3,2,NA,1,NA,2,2,1,5,2,2,2,5,5,7,1,20,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,5,3,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,4,5,3,3,1,1,2,5,3,1,3,1,2,NA,1,1,2,NA,1,4,1,3,5,5,NA,1,2,NA,1,2,3,2,2,1,6,2,NA,1,1,1,1,1,2,12,NA,3,6,2,NA,2,4,9,1,5,1,1,3,0.33090428677912365
201801145037,2022-04-14T20:27:09Z,2022-04-14T20:38:50Z,2,1,2,1,4,2,3,3,2,4,1,2,1,1,1,2,2,2,2,1,1,3,4,1,2,NA,1,NA,2,2,1,4,1,1,1,5,1,7,1,99,NA,NA,3,2,2,2,2,1,2,2,3,NA,NA,5,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,2,1,3,1,1,1,1,5,1,1,3,4,4,NA,4,4,4,NA,1,4,1,3,5,5,NA,1,6,NA,1,2,3,2,2,1,6,2,NA,1,1,1,1,1,6,12,NA,3,6,2,NA,2,4,2,1,5,1,2,1,0.7074812269236535
201801145066,2022-04-15T10:28:44Z,2022-04-15T10:35:23Z,2,1,2,1,4,2,1,2,1,3,1,1,1,1,1,2,2,1,1,1,1,3,4,2,1,2,NA,NA,2,2,1,4,4,1,4,4,3,6,1,20,1,NA,2,1,1,2,2,1,1,2,3,NA,NA,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,NA,NA,NA,NA,NA,1,4,1,2,1,1,1,5,2,1,3,3,2,NA,3,1,1,NA,1,4,1,3,5,5,NA,4,6,NA,1,2,3,2,2,1,6,2,NA,1,1,1,1,1,1,10,NA,3,5,2,NA,2,4,7,1,4,2,2,2,0.670649558326962
201801145114,2022-04-15T02:31:24Z,2022-04-15T02:41:29Z,2,1,2,1,4,2,1,5,2,4,1,1,1,1,1,2,2,1,2,1,2,3,3,1,1,1,NA,NA,1,1,1,1,1,1,1,2,2,6,2,NA,NA,NA,2,1,1,1,2,2,1,2,1,3,3,3,2,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,NA,NA,NA,NA,NA,1,5,1,1,1,1,1,1,1,1,3,5,3,NA,5,3,3,NA,5,5,2,5,5,1,1,3,5,NA,1,2,3,2,2,1,5,2,NA,1,2,2,1,1,1,11,2,4,6,4,2,2,4,9,1,4,1,2,2,0.6304084066793734
201801145171,2022-04-12T19:04:12Z,2022-04-12T19:36:05Z,1,1,1,1,1,2,1,3,3,2,2,2,3,3,1,2,2,2,2,2,2,1,2,1,1,1,NA,NA,1,1,1,1,2,2,5,1,1,6,1,27,25,30,1,1,1,1,1,2,2,1,1,1,3,2,2,4,2,4,2,3,3,3,NA,NA,NA,1,3,3,4,5,5,5,4,2,3,3,1,NA,NA,NA,NA,NA,3,2,3,3,3,3,3,3,3,NA,3,5,5,5,5,4,4,4,4,4,3,4,2,5,NA,3,5,NA,1,2,3,1,1,2,3,2,NA,1,2,2,1,1,6,1,1,1,2,3,1,1,1,5,1,2,1,2,99,3.0248930535579697
201801145196,2022-04-13T13:26:57Z,2022-04-13T13:51:54Z,2,1,2,2,1,2,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,3,4,3,1,2,NA,NA,2,2,1,4,1,1,1,5,1,7,1,20,NA,NA,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,4,3,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,NA,NA,NA,NA,NA,4,5,3,2,1,2,1,5,2,2,3,2,2,NA,2,1,1,NA,1,2,1,2,3,5,NA,1,2,NA,1,2,3,4,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,5,2,NA,2,4,9,1,5,2,2,3,0.4113968192978475
